,FIPS,State,County,FMRKT16,FMRKT_SNAP16,FMRKT_FRVEG16,FMRKT_ANMLPROD16,FMRKT_BAKED16,FMRKT_OTHERFOOD16
1858,36061,NY,New York,46,31.0,36.0,29.0,34.0,26.0
1859,36063,NY,Niagara,8,3.0,7.0,7.0,7.0,7.0
1860,36065,NY,Oneida,18,6.0,10.0,9.0,7.0,9.0
1861,36067,NY,Onondaga,15,1.0,8.0,7.0,7.0,8.0
1862,36069,NY,Ontario,8,1.0,8.0,6.0,7.0,7.0
1863,36071,NY,Orange,16,5.0,15.0,11.0,15.0,15.0
1864,36073,NY,Orleans,2,0.0,2.0,1.0,0.0,2.0
1865,36075,NY,Oswego,5,3.0,4.0,4.0,4.0,4.0
1866,36077,NY,Otsego,8,1.0,6.0,5.0,6.0,6.0
1867,36079,NY,Putnam,3,0.0,1.0,1.0,1.0,1.0
1868,36081,NY,Queens,20,12.0,13.0,7.0,8.0,9.0
1869,36083,NY,Rensselaer,10,2.0,8.0,8.0,8.0,8.0
1870,36085,NY,Richmond,4,2.0,2.0,1.0,2.0,1.0
1871,36087,NY,Rockland,8,4.0,8.0,6.0,7.0,7.0
1872,36089,NY,St. Lawrence,14,10.0,5.0,5.0,5.0,5.0
1873,36091,NY,Saratoga,12,3.0,8.0,8.0,7.0,8.0
1874,36093,NY,Schenectady,4,2.0,4.0,2.0,3.0,3.0
1875,36095,NY,Schoharie,4,3.0,4.0,4.0,4.0,4.0
1876,36097,NY,Schuyler,4,1.0,1.0,1.0,1.0,1.0
1877,36099,NY,Seneca,4,1.0,2.0,2.0,2.0,2.0
1878,36101,NY,Steuben,6,1.0,4.0,2.0,3.0,5.0
1879,36103,NY,Suffolk,23,11.0,17.0,14.0,13.0,13.0
1880,36105,NY,Sullivan,8,2.0,5.0,5.0,5.0,5.0
1881,36107,NY,Tioga,3,3.0,3.0,3.0,2.0,3.0
1882,36109,NY,Tompkins,6,3.0,4.0,4.0,4.0,3.0
1883,36111,NY,Ulster,14,7.0,12.0,12.0,12.0,12.0
1884,36113,NY,Warren,7,4.0,6.0,6.0,5.0,6.0
1885,36115,NY,Washington,7,0.0,2.0,2.0,2.0,2.0
1886,36117,NY,Wayne,6,3.0,5.0,3.0,5.0,5.0
1887,36119,NY,Westchester,33,9.0,25.0,22.0,24.0,25.0
1888,36121,NY,Wyoming,4,0.0,3.0,3.0,2.0,2.0
1889,36123,NY,Yates,3,1.0,3.0,3.0,3.0,3.0
1890,37001,NC,Alamance,4,1.0,1.0,1.0,0.0,1.0
1891,37003,NC,Alexander,1,0.0,1.0,1.0,1.0,1.0
1892,37005,NC,Alleghany,1,0.0,1.0,1.0,1.0,1.0
1893,37007,NC,Anson,2,0.0,2.0,1.0,1.0,1.0
1894,37009,NC,Ashe,1,1.0,1.0,1.0,1.0,1.0
1895,37011,NC,Avery,1,0.0,0.0,0.0,0.0,0.0
1896,37013,NC,Beaufort,1,0.0,0.0,0.0,0.0,0.0
1897,37015,NC,Bertie,0,,,,,
1898,37017,NC,Bladen,0,,,,,
1899,37019,NC,Brunswick,3,0.0,3.0,3.0,3.0,3.0
1900,37021,NC,Buncombe,17,3.0,9.0,9.0,9.0,9.0
1901,37023,NC,Burke,3,2.0,3.0,3.0,3.0,3.0
1902,37025,NC,Cabarrus,5,0.0,4.0,4.0,4.0,4.0
1903,37027,NC,Caldwell,3,1.0,2.0,2.0,2.0,2.0
1904,37029,NC,Camden,0,,,,,
1905,37031,NC,Carteret,2,0.0,1.0,1.0,1.0,1.0
1906,37033,NC,Caswell,1,1.0,1.0,1.0,1.0,1.0
1907,37035,NC,Catawba,6,1.0,6.0,6.0,5.0,6.0
1908,37037,NC,Chatham,4,0.0,2.0,2.0,2.0,2.0
1909,37039,NC,Cherokee,2,1.0,1.0,1.0,1.0,1.0
1910,37041,NC,Chowan,1,1.0,1.0,1.0,1.0,1.0
1911,37043,NC,Clay,2,0.0,1.0,1.0,1.0,1.0
1912,37045,NC,Cleveland,2,1.0,2.0,2.0,2.0,2.0
1913,37047,NC,Columbus,2,0.0,1.0,1.0,1.0,1.0
1914,37049,NC,Craven,2,1.0,2.0,1.0,1.0,2.0
1915,37051,NC,Cumberland,1,0.0,1.0,1.0,1.0,1.0
1916,37053,NC,Currituck,0,,,,,
1917,37055,NC,Dare,2,0.0,1.0,0.0,0.0,1.0
1918,37057,NC,Davidson,3,0.0,0.0,0.0,0.0,0.0
1919,37059,NC,Davie,3,0.0,3.0,3.0,3.0,3.0
1920,37061,NC,Duplin,0,,,,,
1921,37063,NC,Durham,6,2.0,6.0,5.0,3.0,3.0
1922,37065,NC,Edgecombe,1,0.0,1.0,1.0,1.0,1.0
1923,37067,NC,Forsyth,6,1.0,4.0,4.0,4.0,4.0
1924,37069,NC,Franklin,1,0.0,0.0,0.0,0.0,0.0
1925,37071,NC,Gaston,5,0.0,3.0,3.0,3.0,3.0
1926,37073,NC,Gates,0,,,,,
1927,37075,NC,Graham,1,0.0,1.0,1.0,1.0,1.0
1928,37077,NC,Granville,3,0.0,1.0,1.0,1.0,1.0
1929,37079,NC,Greene,1,1.0,1.0,1.0,0.0,1.0
1930,37081,NC,Guilford,4,3.0,3.0,3.0,3.0,3.0
1931,37083,NC,Halifax,1,0.0,0.0,0.0,0.0,0.0
1932,37085,NC,Harnett,3,0.0,1.0,0.0,1.0,1.0
1933,37087,NC,Haywood,4,1.0,2.0,2.0,2.0,2.0
1934,37089,NC,Henderson,4,1.0,1.0,2.0,1.0,1.0
1935,37091,NC,Hertford,0,,,,,
1936,37093,NC,Hoke,1,0.0,0.0,0.0,0.0,0.0
1937,37095,NC,Hyde,0,,,,,
1938,37097,NC,Iredell,8,0.0,3.0,3.0,3.0,3.0
1939,37099,NC,Jackson,4,2.0,3.0,3.0,3.0,3.0
1940,37101,NC,Johnston,3,0.0,2.0,2.0,2.0,2.0
1941,37103,NC,Jones,0,,,,,
1942,37105,NC,Lee,0,,,,,
1943,37107,NC,Lenoir,1,1.0,1.0,1.0,1.0,1.0
1944,37109,NC,Lincoln,3,2.0,3.0,3.0,2.0,3.0
1945,37111,NC,McDowell,1,1.0,1.0,1.0,1.0,1.0
1946,37113,NC,Macon,2,0.0,1.0,1.0,1.0,1.0
1947,37115,NC,Madison,3,0.0,1.0,1.0,1.0,1.0
1948,37117,NC,Martin,2,0.0,1.0,1.0,1.0,1.0
1949,37119,NC,Mecklenburg,16,2.0,9.0,8.0,8.0,8.0
1950,37121,NC,Mitchell,2,0.0,1.0,1.0,1.0,1.0
1951,37123,NC,Montgomery,2,0.0,1.0,1.0,1.0,1.0
1952,37125,NC,Moore,3,0.0,2.0,2.0,2.0,2.0
1953,37127,NC,Nash,1,0.0,1.0,1.0,1.0,1.0
1954,37129,NC,New Hanover,4,0.0,4.0,4.0,4.0,4.0
1955,37131,NC,Northampton,0,,,,,
1956,37133,NC,Onslow,4,4.0,4.0,2.0,3.0,4.0
1957,37135,NC,Orange,6,1.0,5.0,5.0,5.0,5.0
1958,37137,NC,Pamlico,1,0.0,1.0,1.0,1.0,1.0
1959,37139,NC,Pasquotank,1,0.0,0.0,0.0,0.0,0.0
1960,37141,NC,Pender,1,0.0,1.0,1.0,1.0,1.0
1961,37143,NC,Perquimans,0,,,,,
1962,37145,NC,Person,1,0.0,1.0,1.0,1.0,1.0
1963,37147,NC,Pitt,6,1.0,4.0,2.0,3.0,2.0
1964,37149,NC,Polk,2,2.0,2.0,2.0,2.0,2.0
1965,37151,NC,Randolph,3,0.0,1.0,1.0,1.0,0.0
1966,37153,NC,Richmond,1,1.0,1.0,1.0,1.0,1.0
1967,37155,NC,Robeson,1,0.0,1.0,1.0,0.0,1.0
1968,37157,NC,Rockingham,4,3.0,3.0,3.0,3.0,3.0
1969,37159,NC,Rowan,4,0.0,4.0,4.0,2.0,4.0
1970,37161,NC,Rutherford,3,0.0,1.0,1.0,1.0,1.0
1971,37163,NC,Sampson,1,0.0,0.0,0.0,0.0,0.0
1972,37165,NC,Scotland,1,0.0,0.0,0.0,0.0,0.0
1973,37167,NC,Stanly,2,0.0,2.0,1.0,1.0,1.0
1974,37169,NC,Stokes,2,1.0,1.0,1.0,1.0,1.0
1975,37171,NC,Surry,4,0.0,3.0,3.0,3.0,3.0
1976,37173,NC,Swain,3,0.0,1.0,1.0,1.0,1.0
1977,37175,NC,Transylvania,1,0.0,1.0,1.0,1.0,1.0
1978,37177,NC,Tyrrell,0,,,,,
1979,37179,NC,Union,2,1.0,2.0,2.0,2.0,2.0
1980,37181,NC,Vance,1,0.0,1.0,1.0,1.0,1.0
1981,37183,NC,Wake,14,4.0,12.0,10.0,12.0,12.0
1982,37185,NC,Warren,1,0.0,1.0,1.0,1.0,1.0
1983,37187,NC,Washington,1,0.0,0.0,0.0,0.0,0.0
1984,37189,NC,Watauga,4,1.0,1.0,1.0,1.0,1.0
1985,37191,NC,Wayne,1,0.0,1.0,0.0,1.0,1.0
1986,37193,NC,Wilkes,1,1.0,1.0,1.0,1.0,1.0
1987,37195,NC,Wilson,3,2.0,2.0,2.0,2.0,2.0
1988,37197,NC,Yadkin,3,0.0,1.0,1.0,1.0,1.0
1989,37199,NC,Yancey,1,0.0,1.0,1.0,1.0,1.0
1990,38001,ND,Adams,0,,,,,
1991,38003,ND,Barnes,1,0.0,0.0,0.0,0.0,0.0
1992,38005,ND,Benson,1,0.0,1.0,0.0,1.0,0.0
1993,38007,ND,Billings,0,,,,,
1994,38009,ND,Bottineau,1,1.0,1.0,1.0,1.0,1.0
1995,38011,ND,Bowman,1,0.0,0.0,0.0,0.0,0.0
1996,38013,ND,Burke,2,0.0,1.0,0.0,1.0,1.0
1997,38015,ND,Burleigh,5,1.0,1.0,1.0,1.0,1.0
1998,38017,ND,Cass,4,0.0,2.0,1.0,2.0,2.0
1999,38019,ND,Cavalier,1,0.0,0.0,0.0,0.0,0.0
2000,38021,ND,Dickey,0,,,,,
2001,38023,ND,Divide,1,0.0,0.0,0.0,0.0,0.0
2002,38025,ND,Dunn,1,0.0,0.0,0.0,0.0,0.0
2003,38027,ND,Eddy,0,,,,,
2004,38029,ND,Emmons,0,,,,,
2005,38031,ND,Foster,0,,,,,
2006,38033,ND,Golden Valley,1,0.0,0.0,0.0,0.0,0.0
2007,38035,ND,Grand Forks,2,0.0,0.0,0.0,0.0,0.0
2008,38037,ND,Grant,0,,,,,
2009,38039,ND,Griggs,1,0.0,0.0,0.0,0.0,0.0
2010,38041,ND,Hettinger,0,,,,,
2011,38043,ND,Kidder,0,,,,,
2012,38045,ND,LaMoure,2,0.0,1.0,0.0,1.0,1.0
2013,38047,ND,Logan,0,,,,,
2014,38049,ND,McHenry,3,0.0,3.0,1.0,3.0,2.0
2015,38051,ND,McIntosh,1,0.0,0.0,0.0,0.0,0.0
2016,38053,ND,McKenzie,1,0.0,1.0,1.0,1.0,1.0
2017,38055,ND,McLean,1,0.0,0.0,0.0,0.0,0.0
2018,38057,ND,Mercer,3,0.0,0.0,0.0,0.0,0.0
2019,38059,ND,Morton,3,0.0,0.0,0.0,0.0,0.0
2020,38061,ND,Mountrail,2,0.0,0.0,0.0,0.0,0.0
2021,38063,ND,Nelson,0,,,,,
2022,38065,ND,Oliver,0,,,,,
2023,38067,ND,Pembina,3,0.0,0.0,0.0,0.0,0.0
2024,38069,ND,Pierce,1,0.0,0.0,0.0,0.0,0.0
2025,38071,ND,Ramsey,2,0.0,0.0,0.0,0.0,0.0
2026,38073,ND,Ransom,2,0.0,1.0,1.0,1.0,1.0
2027,38075,ND,Renville,1,0.0,0.0,0.0,0.0,0.0
2028,38077,ND,Richland,1,0.0,1.0,1.0,1.0,1.0
2029,38079,ND,Rolette,1,0.0,1.0,0.0,1.0,1.0
2030,38081,ND,Sargent,0,,,,,
2031,38083,ND,Sheridan,1,0.0,1.0,0.0,1.0,1.0
2032,38085,ND,Sioux,1,0.0,0.0,0.0,0.0,0.0
2033,38087,ND,Slope,0,,,,,
2034,38089,ND,Stark,1,0.0,0.0,0.0,0.0,0.0
2035,38091,ND,Steele,0,,,,,
2036,38093,ND,Stutsman,3,0.0,0.0,0.0,0.0,0.0
2037,38095,ND,Towner,1,0.0,1.0,0.0,1.0,1.0
2038,38097,ND,Traill,0,,,,,
2039,38099,ND,Walsh,0,,,,,
2040,38101,ND,Ward,4,1.0,1.0,1.0,1.0,1.0
2041,38103,ND,Wells,1,0.0,0.0,0.0,0.0,0.0
2042,38105,ND,Williams,3,0.0,0.0,0.0,0.0,0.0
2043,39001,OH,Adams,0,,,,,
2044,39003,OH,Allen,6,0.0,1.0,1.0,1.0,1.0
2045,39005,OH,Ashland,2,1.0,1.0,1.0,1.0,1.0
2046,39007,OH,Ashtabula,7,0.0,1.0,0.0,0.0,1.0
2047,39009,OH,Athens,2,2.0,2.0,2.0,2.0,2.0
2048,39011,OH,Auglaize,2,0.0,2.0,0.0,2.0,2.0
2049,39013,OH,Belmont,4,2.0,2.0,2.0,2.0,2.0
2050,39015,OH,Brown,4,4.0,4.0,4.0,4.0,4.0
2051,39017,OH,Butler,5,2.0,4.0,2.0,3.0,4.0
2052,39019,OH,Carroll,2,1.0,1.0,1.0,1.0,0.0
2053,39021,OH,Champaign,3,0.0,2.0,2.0,2.0,2.0
2054,39023,OH,Clark,2,2.0,2.0,1.0,2.0,2.0
2055,39025,OH,Clermont,3,1.0,3.0,2.0,1.0,3.0
2056,39027,OH,Clinton,1,1.0,1.0,1.0,1.0,1.0
2057,39029,OH,Columbiana,0,,,,,
2058,39031,OH,Coshocton,2,0.0,1.0,1.0,1.0,1.0
2059,39033,OH,Crawford,2,0.0,0.0,0.0,0.0,0.0
2060,39035,OH,Cuyahoga,31,19.0,24.0,21.0,22.0,24.0
2061,39037,OH,Darke,1,0.0,1.0,1.0,1.0,1.0
2062,39039,OH,Defiance,3,0.0,3.0,1.0,3.0,3.0
2063,39041,OH,Delaware,5,0.0,2.0,2.0,1.0,2.0
2064,39043,OH,Erie,1,0.0,0.0,0.0,0.0,0.0
2065,39045,OH,Fairfield,3,1.0,1.0,1.0,1.0,1.0
2066,39047,OH,Fayette,1,1.0,1.0,1.0,1.0,1.0
2067,39049,OH,Franklin,29,10.0,18.0,18.0,17.0,18.0
2068,39051,OH,Fulton,2,0.0,1.0,0.0,1.0,1.0
2069,39053,OH,Gallia,2,0.0,1.0,1.0,1.0,1.0
2070,39055,OH,Geauga,2,1.0,1.0,1.0,1.0,1.0
2071,39057,OH,Greene,13,0.0,2.0,2.0,2.0,2.0
2072,39059,OH,Guernsey,2,0.0,1.0,1.0,1.0,1.0
2073,39061,OH,Hamilton,15,7.0,12.0,12.0,12.0,11.0
2074,39063,OH,Hancock,3,0.0,0.0,0.0,0.0,0.0
2075,39065,OH,Hardin,2,0.0,2.0,1.0,2.0,2.0
2076,39067,OH,Harrison,1,0.0,0.0,0.0,0.0,0.0
2077,39069,OH,Henry,0,,,,,
2078,39071,OH,Highland,4,1.0,2.0,2.0,2.0,2.0
2079,39073,OH,Hocking,0,,,,,
2080,39075,OH,Holmes,7,0.0,0.0,0.0,0.0,0.0
2081,39077,OH,Huron,2,0.0,2.0,1.0,2.0,2.0
2082,39079,OH,Jackson,0,,,,,
2083,39081,OH,Jefferson,3,0.0,2.0,1.0,2.0,2.0
2084,39083,OH,Knox,3,0.0,0.0,0.0,0.0,0.0
2085,39085,OH,Lake,8,1.0,4.0,4.0,4.0,3.0
2086,39087,OH,Lawrence,0,,,,,
2087,39089,OH,Licking,7,3.0,4.0,2.0,4.0,3.0
2088,39091,OH,Logan,1,1.0,1.0,1.0,1.0,1.0
2089,39093,OH,Lorain,5,2.0,3.0,3.0,3.0,3.0
2090,39095,OH,Lucas,4,3.0,4.0,3.0,4.0,2.0
2091,39097,OH,Madison,3,0.0,0.0,0.0,0.0,0.0
2092,39099,OH,Mahoning,5,2.0,3.0,2.0,3.0,3.0
2093,39101,OH,Marion,1,0.0,1.0,1.0,1.0,1.0
2094,39103,OH,Medina,6,0.0,3.0,3.0,2.0,3.0
2095,39105,OH,Meigs,0,,,,,
2096,39107,OH,Mercer,1,0.0,0.0,0.0,0.0,0.0
2097,39109,OH,Miami,6,0.0,3.0,3.0,3.0,3.0
2098,39111,OH,Monroe,0,,,,,
2099,39113,OH,Montgomery,12,3.0,7.0,6.0,6.0,7.0
2100,39115,OH,Morgan,2,0.0,1.0,1.0,1.0,0.0
2101,39117,OH,Morrow,2,0.0,0.0,0.0,0.0,0.0
2102,39119,OH,Muskingum,3,0.0,0.0,0.0,0.0,0.0
2103,39121,OH,Noble,0,,,,,
2104,39123,OH,Ottawa,1,0.0,0.0,0.0,0.0,0.0
2105,39125,OH,Paulding,0,,,,,
2106,39127,OH,Perry,3,1.0,1.0,1.0,1.0,1.0
2107,39129,OH,Pickaway,1,0.0,1.0,0.0,1.0,1.0
2108,39131,OH,Pike,4,0.0,4.0,4.0,4.0,4.0
2109,39133,OH,Portage,4,2.0,3.0,2.0,3.0,3.0
2110,39135,OH,Preble,2,0.0,1.0,1.0,1.0,1.0
2111,39137,OH,Putnam,1,0.0,1.0,1.0,1.0,1.0
2112,39139,OH,Richland,7,2.0,5.0,3.0,5.0,5.0
2113,39141,OH,Ross,1,1.0,1.0,1.0,1.0,1.0
2114,39143,OH,Sandusky,1,0.0,1.0,1.0,1.0,1.0
2115,39145,OH,Scioto,1,0.0,0.0,0.0,0.0,0.0
2116,39147,OH,Seneca,1,0.0,1.0,0.0,1.0,1.0
2117,39149,OH,Shelby,1,0.0,1.0,1.0,1.0,1.0
2118,39151,OH,Stark,15,2.0,7.0,6.0,7.0,7.0
2119,39153,OH,Summit,16,7.0,12.0,9.0,11.0,12.0
2120,39155,OH,Trumbull,4,1.0,2.0,2.0,2.0,2.0
2121,39157,OH,Tuscarawas,1,1.0,1.0,1.0,1.0,1.0
2122,39159,OH,Union,2,0.0,1.0,1.0,1.0,1.0
2123,39161,OH,Van Wert,2,0.0,0.0,0.0,0.0,0.0
2124,39163,OH,Vinton,0,,,,,
2125,39165,OH,Warren,3,0.0,0.0,0.0,0.0,0.0
2126,39167,OH,Washington,3,0.0,0.0,0.0,0.0,0.0
2127,39169,OH,Wayne,6,0.0,1.0,1.0,1.0,1.0
2128,39171,OH,Williams,1,0.0,1.0,0.0,1.0,1.0
2129,39173,OH,Wood,4,1.0,3.0,3.0,3.0,3.0
2130,39175,OH,Wyandot,2,0.0,1.0,1.0,1.0,1.0
2131,40001,OK,Adair,0,,,,,
2132,40003,OK,Alfalfa,0,,,,,
2133,40005,OK,Atoka,0,,,,,
2134,40007,OK,Beaver,0,,,,,
2135,40009,OK,Beckham,1,0.0,0.0,0.0,0.0,0.0
2136,40011,OK,Blaine,0,,,,,
2137,40013,OK,Bryan,0,,,,,
2138,40015,OK,Caddo,0,,,,,
2139,40017,OK,Canadian,2,0.0,2.0,1.0,0.0,0.0
2140,40019,OK,Carter,1,1.0,1.0,1.0,1.0,1.0
2141,40021,OK,Cherokee,1,1.0,1.0,1.0,1.0,1.0
2142,40023,OK,Choctaw,1,0.0,0.0,0.0,0.0,0.0
2143,40025,OK,Cimarron,0,,,,,
2144,40027,OK,Cleveland,1,0.0,0.0,0.0,0.0,0.0
2145,40029,OK,Coal,0,,,,,
2146,40031,OK,Comanche,1,1.0,1.0,1.0,0.0,1.0
2147,40033,OK,Cotton,0,,,,,
2148,40035,OK,Craig,1,0.0,0.0,0.0,0.0,0.0
2149,40037,OK,Creek,0,,,,,
2150,40039,OK,Custer,1,0.0,0.0,0.0,0.0,0.0
2151,40041,OK,Delaware,0,,,,,
2152,40043,OK,Dewey,0,,,,,
2153,40045,OK,Ellis,0,,,,,
2154,40047,OK,Garfield,1,0.0,0.0,0.0,0.0,0.0
2155,40049,OK,Garvin,0,,,,,
2156,40051,OK,Grady,2,1.0,1.0,1.0,0.0,1.0
2157,40053,OK,Grant,1,0.0,0.0,0.0,0.0,0.0
2158,40055,OK,Greer,1,0.0,0.0,0.0,0.0,0.0
2159,40057,OK,Harmon,0,,,,,
2160,40059,OK,Harper,0,,,,,
2161,40061,OK,Haskell,1,0.0,0.0,0.0,0.0,0.0
2162,40063,OK,Hughes,0,,,,,
2163,40065,OK,Jackson,1,0.0,1.0,1.0,0.0,0.0
2164,40067,OK,Jefferson,0,,,,,
2165,40069,OK,Johnston,0,,,,,
2166,40071,OK,Kay,2,0.0,2.0,0.0,2.0,1.0
2167,40073,OK,Kingfisher,0,,,,,
2168,40075,OK,Kiowa,1,0.0,0.0,0.0,0.0,0.0
2169,40077,OK,Latimer,1,0.0,0.0,0.0,0.0,0.0
2170,40079,OK,Le Flore,2,1.0,2.0,2.0,1.0,1.0
2171,40081,OK,Lincoln,0,,,,,
2172,40083,OK,Logan,0,,,,,
2173,40085,OK,Love,0,,,,,
2174,40087,OK,McClain,2,0.0,2.0,1.0,0.0,1.0
2175,40089,OK,McCurtain,2,0.0,0.0,0.0,0.0,0.0
2176,40091,OK,McIntosh,1,0.0,1.0,1.0,1.0,1.0
2177,40093,OK,Major,0,,,,,
2178,40095,OK,Marshall,0,,,,,
2179,40097,OK,Mayes,1,1.0,1.0,1.0,1.0,1.0
2180,40099,OK,Murray,0,,,,,
2181,40101,OK,Muskogee,1,0.0,0.0,0.0,0.0,0.0
2182,40103,OK,Noble,1,0.0,0.0,0.0,0.0,0.0
2183,40105,OK,Nowata,2,0.0,2.0,2.0,2.0,2.0
2184,40107,OK,Okfuskee,0,,,,,
2185,40109,OK,Oklahoma,12,3.0,4.0,3.0,3.0,4.0
2186,40111,OK,Okmulgee,1,1.0,1.0,1.0,0.0,0.0
2187,40113,OK,Osage,0,,,,,
2188,40115,OK,Ottawa,0,,,,,
2189,40117,OK,Pawnee,0,,,,,
2190,40119,OK,Payne,4,0.0,3.0,3.0,3.0,3.0
2191,40121,OK,Pittsburg,0,,,,,
2192,40123,OK,Pontotoc,1,0.0,1.0,0.0,0.0,0.0
2193,40125,OK,Pottawatomie,2,0.0,1.0,1.0,1.0,1.0
2194,40127,OK,Pushmataha,0,,,,,
2195,40129,OK,Roger Mills,0,,,,,
2196,40131,OK,Rogers,0,,,,,
2197,40133,OK,Seminole,0,,,,,
2198,40135,OK,Sequoyah,0,,,,,
2199,40137,OK,Stephens,0,,,,,
2200,40139,OK,Texas,0,,,,,
2201,40141,OK,Tillman,0,,,,,
2202,40143,OK,Tulsa,11,4.0,6.0,6.0,6.0,7.0
2203,40145,OK,Wagoner,1,0.0,0.0,0.0,0.0,0.0
2204,40147,OK,Washington,1,0.0,0.0,0.0,0.0,0.0
2205,40149,OK,Washita,0,,,,,
2206,40151,OK,Woods,1,0.0,0.0,0.0,0.0,0.0
2207,40153,OK,Woodward,1,0.0,1.0,1.0,1.0,1.0
2208,41001,OR,Baker,1,1.0,1.0,1.0,1.0,1.0
2209,41003,OR,Benton,2,2.0,2.0,2.0,2.0,2.0
2210,41005,OR,Clackamas,17,4.0,5.0,5.0,5.0,5.0
2211,41007,OR,Clatsop,4,3.0,3.0,3.0,3.0,3.0
2212,41009,OR,Columbia,2,0.0,2.0,2.0,2.0,2.0
2213,41011,OR,Coos,3,2.0,2.0,2.0,2.0,2.0
2214,41013,OR,Crook,1,1.0,1.0,1.0,1.0,1.0
2215,41015,OR,Curry,2,0.0,1.0,1.0,1.0,1.0
2216,41017,OR,Deschutes,2,0.0,0.0,0.0,0.0,0.0
2217,41019,OR,Douglas,7,3.0,6.0,6.0,5.0,6.0
2218,41021,OR,Gilliam,1,0.0,1.0,1.0,0.0,0.0
2219,41023,OR,Grant,2,0.0,0.0,0.0,0.0,0.0
2220,41025,OR,Harney,1,0.0,0.0,0.0,0.0,0.0
2221,41027,OR,Hood River,4,2.0,2.0,2.0,2.0,1.0
2222,41029,OR,Jackson,9,4.0,5.0,5.0,5.0,4.0
2223,41031,OR,Jefferson,1,1.0,0.0,1.0,1.0,1.0
2224,41033,OR,Josephine,4,2.0,2.0,2.0,2.0,2.0
2225,41035,OR,Klamath,4,1.0,1.0,1.0,1.0,1.0
2226,41037,OR,Lake,2,1.0,1.0,1.0,0.0,1.0
2227,41039,OR,Lane,13,6.0,6.0,6.0,5.0,6.0
2228,41041,OR,Lincoln,6,5.0,6.0,6.0,6.0,6.0
2229,41043,OR,Linn,4,4.0,3.0,4.0,3.0,4.0
2230,41045,OR,Malheur,2,0.0,1.0,1.0,1.0,1.0
2231,41047,OR,Marion,10,5.0,8.0,8.0,8.0,8.0
2232,41049,OR,Morrow,0,,,,,
2233,41051,OR,Multnomah,28,22.0,23.0,23.0,23.0,23.0
2234,41053,OR,Polk,2,1.0,1.0,1.0,1.0,1.0
2235,41055,OR,Sherman,2,0.0,1.0,0.0,0.0,0.0
2236,41057,OR,Tillamook,4,4.0,4.0,4.0,4.0,4.0
2237,41059,OR,Umatilla,5,0.0,2.0,1.0,2.0,2.0
2238,41061,OR,Union,1,1.0,1.0,1.0,1.0,1.0
2239,41063,OR,Wallowa,3,3.0,3.0,3.0,2.0,3.0
2240,41065,OR,Wasco,3,2.0,3.0,3.0,3.0,3.0
2241,41067,OR,Washington,14,12.0,13.0,11.0,13.0,13.0
2242,41069,OR,Wheeler,0,,,,,
2243,41071,OR,Yamhill,4,1.0,1.0,1.0,1.0,1.0
2244,42001,PA,Adams,3,2.0,2.0,2.0,2.0,2.0
2245,42003,PA,Allegheny,25,5.0,10.0,10.0,10.0,10.0
2246,42005,PA,Armstrong,0,,,,,
2247,42007,PA,Beaver,4,0.0,0.0,0.0,0.0,0.0
2248,42009,PA,Bedford,2,1.0,1.0,1.0,1.0,1.0
2249,42011,PA,Berks,5,1.0,2.0,2.0,2.0,2.0
2250,42013,PA,Blair,5,0.0,0.0,0.0,0.0,0.0
2251,42015,PA,Bradford,0,,,,,
2252,42017,PA,Bucks,11,1.0,6.0,7.0,6.0,6.0
2253,42019,PA,Butler,2,0.0,1.0,1.0,1.0,1.0
2254,42021,PA,Cambria,4,0.0,3.0,2.0,3.0,3.0
2255,42023,PA,Cameron,0,,,,,
2256,42025,PA,Carbon,1,0.0,1.0,1.0,1.0,1.0
2257,42027,PA,Centre,12,1.0,4.0,3.0,4.0,3.0
2258,42029,PA,Chester,11,5.0,9.0,9.0,8.0,8.0
2259,42031,PA,Clarion,1,0.0,0.0,0.0,0.0,0.0
2260,42033,PA,Clearfield,3,1.0,2.0,1.0,2.0,2.0
2261,42035,PA,Clinton,1,0.0,0.0,0.0,0.0,0.0
2262,42037,PA,Columbia,2,0.0,1.0,1.0,1.0,1.0
2263,42039,PA,Crawford,3,0.0,1.0,0.0,1.0,1.0
2264,42041,PA,Cumberland,7,1.0,1.0,1.0,1.0,1.0
2265,42043,PA,Dauphin,6,1.0,2.0,2.0,2.0,2.0
2266,42045,PA,Delaware,6,4.0,5.0,5.0,5.0,5.0
2267,42047,PA,Elk,0,,,,,
2268,42049,PA,Erie,6,2.0,2.0,1.0,2.0,1.0
2269,42051,PA,Fayette,6,0.0,5.0,2.0,5.0,5.0
2270,42053,PA,Forest,1,0.0,0.0,0.0,0.0,0.0
2271,42055,PA,Franklin,2,1.0,2.0,2.0,2.0,2.0
2272,42057,PA,Fulton,2,0.0,1.0,1.0,0.0,0.0
2273,42059,PA,Greene,2,1.0,2.0,2.0,1.0,2.0
2274,42061,PA,Huntingdon,2,1.0,1.0,1.0,1.0,1.0
2275,42063,PA,Indiana,2,0.0,0.0,0.0,0.0,0.0
2276,42065,PA,Jefferson,1,0.0,0.0,0.0,0.0,0.0
2277,42067,PA,Juniata,0,,,,,
2278,42069,PA,Lackawanna,6,1.0,1.0,0.0,1.0,0.0
2279,42071,PA,Lancaster,13,3.0,9.0,9.0,9.0,9.0
2280,42073,PA,Lawrence,5,0.0,2.0,2.0,2.0,2.0
